MeetingDate,MeetingType,BodyName,EventInSiteURL,EventAgendaFile,EventMinutesFile,EventVideoPath,MatterTypeName,MatterRequester,AgendaItemNumber,AgendaItemTitle,AgendaItemDescription,MatterPassedDate,MatterNotes,EventItemConsent,EventItemPassedFlag,EventItemTally,IndexName,ActionName,ActionText,EventItemAgendaNote,EventItemMinutesNote,Mover,Seconder,MatterSponsors,MatterAttachmentURLs,EventItemVideo,Kate Gallego (Mayor),Ann O'Brien (D1-Vice Mayor),Jim Waring (D2),Debra Stark (D3),Laura Pastor (D4),Betty Guardado (D5),Kevin Robinson (D6),Anna Hernandez (D7),Kesha Hodge Washington (D8)
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,29,Grant of Electrical Easement to Arizona Public Service Company Across City-owned Property Located Along Litchfield Road Between Olive and Peoria Avenues (Ordinance S-50577),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,44,General Police Towing Services - RFP 13-006 - Amendment (Ordinance S-50583),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,30,Amend Ordinance S-50159 for Acquisition of Real Property for Roadway Improvements Along Alta Vista Road and Encinas Lane from 26th Avenue to 19th Street (Ordinance S-50584),,,,0,1,,,adopted,"A motion was made by Vice Mayor Stark, seconded by Councilwoman O'Brien, that this item be adopted. The motion carried by the following vote:",,,Debra Stark,Ann O'Brien,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,31,Acceptance and Dedication of a Deed and Easement for Roadway and Public Utility Purposes (Ordinance S-50590),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,32,Custodial Services - IFB 19-076 - Amendment (Ordinance S-50591),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,33,LUCAS Devices Contract - RFA-24-0003 - Request for Award (Ordinance S-50596),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,34,Dedication of an Alley Across City-owned Property Along the North Side of 1730 E. Monroe St. (Ordinance S-50602),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,35,"Information Technology Research, Advisory and Consulting Services Qualified Vendor List - Amendment (Ordinance S-50588)",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,COMMUNITY SERVICES,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,36,"Authorization to Amend Contract with United Methodist Outreach Ministries (UMOM) New Day Centers, Inc. (Ordinance S-50600)",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,37,"Retroactive Authorization to Apply for, Accept and Disburse Arizona Department of Housing Grant Funding (Ordinance S-50603)",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,38,"Authorization to Amend Contract with Community Bridges, Inc. for Operation and Maintenance of the Central City Addiction Recovery Center (Ordinance S-50608)",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,39,"Authorization to Enter Contract with Human Services Campus, Inc. dba Keys to Change (Ordinance S-50614)",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,63,Apply for U.S. Department of Transportation Rebuilding American Infrastructure with Sustainability and Equity Grant Opportunity for Federal Fiscal Year 2023-24 - Federal Bipartisan Infrastructure Law Funding (1 of 2) (Ordinance S-50611),,,,1,,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,PUBLIC SAFETY,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,41,Insurance Eligibility and Electronic Claims Processing Service Contract - RFA 24-0013 - Request for Award (Ordinance S-50607),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,42,Accept Supplemental Funding for FEMA Urban Search & Rescue Response System Cooperative Agreement Awards (Ordinance S-50610),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,43,Fixed Wing Pilot Training- IFB 19-016-Amendment (Ordinance S-50599),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,45,"Request Authorization to Apply for, Accept and Enter Into Agreements for Fiscal Year 2024-25 Governor's Office of Highway Safety Grants (Ordinance S-50613)",,,,0,1,,,adopted,"A motion was made by Vice Mayor Stark, seconded by Councilwoman O'Brien, that this item be adopted. The motion carried by the following vote:",,,Debra Stark,Ann O'Brien,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,46,Request Authorization for Sale of Canine Zadie (Ordinance S-50612),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,TRANSPORTATION AND INFRASTRUCTURE,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,47,High-Rise and Single-Story Building Window Cleaning Services IFB 24-FMD-021 - Request for Award (Ordinance S-50579),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,48,Purchase of Light and Medium Duty Vehicles Contract - IFB 24-FSD-030 Request for Award (Ordinance S-50580),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Formal Action,,49,Vernell Myers Coleman Ceremonial Street Name Signage,,,,0,1,,,approved,"A motion was made by Councilwoman Hodge Washington, seconded by Councilwoman Pastor, that this item be approved. The motion carried by the following vote:",,,Kesha Hodge Washington,Laura Pastor,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,50,Medium Diameter Transmission Mains - Job Order Contracting Services - 4108JOC225 (Ordinance S-50578),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,51,91st Avenue Wastewater Treatment Plant Solids Rehabilitation Phase I - Construction Manager at Risk Construction Services Amendment - WS90100111 (Ordinance S-50581),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,52,Cast Iron Water Transmission Main Replacement - Engineering Services - WS85508004 (Ordinance S-50585),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,53,Instrumentation And Control System Inspection And Testing Services For Water Remote Facilities - Engineering Services - WS85400011 (Ordinance S-50586),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,54,Utility Service Meter Cabinets - IFB 18-317 - Amendment (Ordinance S-50587),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,55,Fire Station 15 Architectural Services - FD57100031 (Ordinance S-50589),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,56,"Cave Creek and Lone Mountain Waterline Connection - Construction Manager at Risk Construction Services - Amendment - WS85100032, WS85500451 and WS85400007 (Ordinance S-50592)",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,57,Thomas Road and Indian School Road Traffic Signal Upgrades - Design-Bid-Build Services - ST89340584 (Ordinance S-50594),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,58,Apply for U.S. Department of Transportation Saving Lives with Connectivity: Accelerating Vehicle to Everything Deployment Grant Opportunity for Federal Fiscal Year 2023-24 - Federal Bipartisan Infrastructure Law Funding (Ordinance S-50597),,,,0,1,,,adopted,"A motion was made by Vice Mayor Stark, seconded by Councilwoman O'Brien, that this item be adopted. The motion carried by the following vote:",,,Debra Stark,Ann O'Brien,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,59,Independent Construction Cost Evaluation On-Call Services (Ordinance S-50601),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,60,Water Main Replacement - Area Bounded By: Indian Bend Road to Mockingbird Lane and 60th Street to Scottsdale Road - Construction Manager at Risk Construction Services Change Order 2 - WS85509054 (Ordinance S-50604),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,61,48th Street: South Pointe Parkway to Baseline Road - Design-Build Services Amendment - ST85100355 (Ordinance S-50605),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,62,Request to Revoke Contract 154012-0 (Revocable Permit 2020101) (Ordinance S-50606),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,64,Apply for U.S. Department of Transportation Rebuilding American Infrastructure with Sustainability and Equity Grant Opportunity for Federal Fiscal Year 2023-24 - Federal Bipartisan Infrastructure Law Funding (2 of 2) (Ordinance S-50609),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,65,Apply for U.S. Bureau of Reclamation Grant Opportunity for Federal Fiscal Years 2023 and 2024 - WaterSMART: Title XVI congressionally Authorized Water Reclamation and Reuse Projects (Ordinance S-50582),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,66,Polymers - IFB- 1718- 36 - Amendment (Ordinance S-50593),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,67,Intergovernmental Agreement with Arizona Department of Transportation to Protect City of Phoenix Water Main at Interstate 17 and Greenway Road (Ordinance S-50595),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,PLANNING AND ZONING MATTERS,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Zoning Plat,,74,Final Plat - 134 E. Bethany Home Road - PLAT 230107 - Northwest Corner of Bethany Home Road and 2nd Street,,,,1,1,,,approved,This item was approved.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Zoning Plat,,73,Final Plat - Encantado Estates - PLAT 230101 - Northwest Corner of Encanto Boulevard and 79th Avenue,,,,1,1,,,approved,This item was approved.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Zoning Plat,,69,Final Plat - Verdin-Development Parcel A1 - PLAT 230032 - West of Cave Creek Road and South of Sonoran Desert Drive,,,,1,1,,,approved,This item was approved.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Zoning Plat,,72,Final Plat - Verdin-Development Parcel A4 - PLAT 230031 - West of Cave Creek Road and South of Sonoran Desert Drive,,,,1,1,,,approved,This item was approved.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Zoning Plat,,70,Final Plat - Verdin-Development Parcel A2 - PLAT 230033 - West Cave Creek Road and South of Sonoran Desert Drive,,,,1,1,,,approved,This item was approved.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Zoning Plat,,71,Final Plat - Verdin-Development Parcel A3 - PLAT 230034 - West of Cave Creek Road and South of Sonoran Desert Drive,,,,1,1,,,approved,This item was approved.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Zoning Plat,,76,Final Plat - Sunland Manor - PLAT 220087 - Northwest Corner of Sunland Avenue and 15th Avenue,,,,1,1,,,approved,This item was approved.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Zoning Plat,,75,Final Plat - 56th Street & Camelback - PLAT 230097 - East of 56th Street and North of Camelback Road,,,,1,1,,,approved,This item was approved.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Zoning Plat,,68,Final Plat - Meritum Sonoran Desert - PLAT 230015 - Northwest Corner of 29th Avenue and Sonoran Desert Drive,,,,1,1,,,approved,This item was approved.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,"REPORTS FROM CITY MANAGER, COMMITTEES OR CITY OFFICIALS",,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,ADD-ON ITEMS,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,ADJOURN,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,40,"Request Authorization to Increase Funding for Contract 159075 with Central Arizona Shelter Services, Inc. (Ordinance S-50615)",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Formal Action,,2,Mayor and Council Appointments to Boards and Commissions,,,,0,1,,,approved,"A motion was made by Vice Mayor Stark, seconded by Councilwoman Ansari, that this item be approved. The motion carried by the following voice vote:",,,Debra Stark,Yassamin Ansari,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,77,Historic Preservation Exterior Rehabilitation Grants (Ordinance S-50598),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-G,,78,"Amendments to the Phoenix City Code Chapter 31, Chapter 32, and Appendix A.2 Related to Plat Approval Process (Ordinance G-7233)",,,,0,1,,,adopted,"A motion was made by Vice Mayor Stark, seconded by Councilwoman O'Brien, that this item be adopted. The motion carried by the following vote:",,,Debra Stark,Ann O'Brien,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Minutes,,1,"For Approval or Correction, the Minutes of the Formal Meeting on April 21, 2021",,,,0,1,,,approved,"A motion was made by Councilwoman Guardado, seconded by Vice Mayor Stark, that this item be approved. The motion carried by the following voice vote:",,,Betty Guardado,Debra Stark,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-02-21,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2312&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Petition,,80,Consideration of Citizen Petition by Tristan Schaub,,,,0,,,,Comments Made,This item was considered and no additional action was taken.,,,,,,,,,,,,,,,,
